DOI,Printer ,Model,Bioink ,,,,,,,,,,,,Cell composition,,Needle ,,,Pressure ,,,,Temperature (°C),,,,Speed (mm/s),,Flow adjustment (s),,Crosslinking,,,,,,,,,,,Notes,
10.1016/j.msec.2017.05.003,EnvisionTEC,3D-Bioplotter,PCL,95,wt%,Nukbone,5,wt%,,,,,,,,,Cylindrical,800,µm,1,Bar,0.7,Bar,90,,,,0.7,0.5,,,,,,,,,,,,37000,,"Nukbone is a commercially available bovine bone filling. PCL MW = 37,000.",
10.1016/j.msec.2017.05.003,EnvisionTEC,3D-Bioplotter,PCL,95,wt%,Hydroxyapatite,5,wt%,,,,,,,,,Cylindrical,800,µm,1,Bar,0.7,Bar,90,,,,0.7,0.5,,,,,,,,,,,,37000,,"PCL MW = 37,000.",
10.1016/j.msec.2017.05.003,EnvisionTEC,3D-Bioplotter,PCL,90,wt%,Nukbone,10,wt%,,,,,,,,,Cylindrical,800,µm,1,Bar,0.7,Bar,90,,,,0.7,0.5,,,,,,,,,,,,37000,,"Nukbone is a commercially available bovine bone filling. PCL MW = 37,000.",
10.1016/j.msec.2017.05.003,EnvisionTEC,3D-Bioplotter,PCL,90,wt%,Hydroxyapatite,10,wt%,,,,,,,,,Cylindrical,800,µm,1,Bar,0.7,Bar,90,,,,0.7,0.5,,,,,,,,,,,,37000,,"PCL MW = 37,000.",
10.1016/j.msec.2017.05.003,EnvisionTEC,3D-Bioplotter,PCL,80,wt%,Nukbone,20,wt%,,,,,,,,,Cylindrical,800,µm,1,Bar,0.7,Bar,90,,,,0.7,0.5,,,,,,,,,,,,37000,,"Nukbone is a commercially available bovine bone filling. PCL MW = 37,000.",
10.1016/j.msec.2017.05.003,EnvisionTEC,3D-Bioplotter,PCL,80,wt%,Hydroxyapatite,20,wt%,,,,,,,,,Cylindrical,800,µm,1,Bar,0.7,Bar,90,,,,0.7,0.5,,,,,,,,,,,,37000,,"PCL MW = 37,000.",
10.1108/rpj.03-2016-0035,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,400,µm,500,kPa,,,180,,,,0.4,,2,2,,,,,,,,,,80000,,"PCL Mol Number = 80,000",
10.1108/rpj.03-2016-0035,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,700,µm,500,kPa,,,180,,,,0.4,,3,3,,,,,,,,,,80000,,"PCL Mol Number = 80,000",
10.1089/ten.tec.2016.0368,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,300,µm,80,kPa,,,85,,,,1,,,,,,,,,,,,,45000,,"PCL Mol Wt ~ 45,000. ",
10.1089/ten.tec.2016.0368,EnvisionTEC,3D-Bioplotter,Alginate,2.5,wt%,,,,,,,,,,ATDC5 Chondrocytes,8,Conical,200,µm,30,kPa,,,10,,,,25,,,,,,,,,,,,,,,Alginate crosslinked with a nebulizer containing 170 mM CaCl2,
10.1016/j.jmbbm.2016.03.024,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,600,µm,350,kPa,,,100,,,,1.2,,,,,,,,,,,,,50000,43000,"PCL Mol Wt = 43,000 - 50,000",
10.1089/3dp.2014.0025,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,300,µm,350,kPa,,,100,80,,,1.2,,,,,,,,,,,,,50000,43000,"PCL Mol Wt = 43,000 - 50,000",
10.1089/3dp.2014.0025,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,400,µm,350,kPa,,,90,80,,,1.2,,,,,,,,,,,,,50000,43000,"PCL Mol Wt = 43,000 - 50,000",
10.1115/1.4031174,EnvisionTEC,3D-Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,300,µm,500,kPa,,,120,,,,1.4,,,,,,,,,,,,,50000,43000,"PCL Mol Wt - 43,500 - 50,000 kDa. Alginate microspheres were delivered into the PCL scaffold",
10.1002/adfm.201908349,EnvisionTEC,3D-Bioplotter,Gelatin,7.5,wt%,,,,,,,,,,Human Umbilical Vein Endothelial Cells,6,Cylindrical,25,Gauge,1.1,Bar,0.7,Bar,27,26,15,,6,3,,,,,,,,,,,,,,"7.5wt% Gelatin was used as a templating bioink. While the other bioinks were used as matrix bioinks in void-free 3D printing. The matrix bioink/templating bioink structure was  irradiated using ultraviolet light, then incubated at 37°C to liquify the templating bioink. ",
10.1002/adfm.201908349,EnvisionTEC,3D-Bioplotter,Gelatin Methacrylated,7.5,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,1.1,Bar,0.7,Bar,23,22,15,,6,3,,,,,,,,Irgacure 2959,.5wt%,5 minutes,5,,,,
10.1002/adfm.201908349,EnvisionTEC,3D-Bioplotter,Gelatin Methacrylated,5,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,1.1,Bar,0.7,Bar,20,19,15,,6,3,,,,,,,,Irgacure 2959,.5wt%,5 minutes,5,,,,
10.1002/adfm.201908349,EnvisionTEC,3D-Bioplotter,Hyaluronic Acid Methacrylated,5,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,1.1,Bar,0.7,Bar,24,,15,,6,3,,,,,,,,Irgacure 2959,.5wt%,5 minutes,5,,,,
10.1002/adfm.201908349,EnvisionTEC,3D-Bioplotter,Hyaluronic Acid Norbornene,5,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,1.1,Bar,0.7,Bar,24,,15,,6,3,,,,,,,,Irgacure 2959,.5wt%,5 minutes,5,,,,
10.1002/apj.2360,EnvisionTEC,3D-Bioplotter,Beta Tricalcium Phosphate,77,wt%,Hydroxyapatite,19.2,wt%,Tripolyphosphate,3.2,wt%,Carboxymethyl Cellulose,0.04,wt%,,,,,,2,Bar,,,22,,22,,4,,,,,,,,,,,,,,,,
10.1002/apj.2360,EnvisionTEC,3D-Bioplotter,Gelatin,8,wt%,Elastin,2,wt%,Hyaluronic Acid,0.5,wt%,,,,,,,,,2,Bar,,,31,,12,,15,,,,,,,,,,,,,,,,
10.1016/j.joen.2019.03.004,EnvisionTEC,3D-Bioplotter,Gelatin,20,wt%,Alginate,4,wt%,,,,,,,,,Cylindrical,400,µm,20,kPa,,,37,,5,,2,,,,,,,,,,,,,,,5% CaCl2 and 1% Glutaraldehyde was used for crosslinking at 10 and 30 minutes respectively.,
10.1016/j.jmbbm.2019.02.014,EnvisionTEC,3D-Bioplotter,Alginate,3,wt%,,,,,,,,,,Primary Rat Schwann Cells,0.5,Cylindrical,200,µm,0.3,Bar,,,20,,,,14,,,,Chemical,CaCl2,50mM,,2,,,,,,,Crosslinking with CaCl2 was per layer,
10.1016/j.jmbbm.2019.02.014,EnvisionTEC,3D-Bioplotter,Alginate,1.5,wt%,,,,,,,,,,Primary Rat Schwann Cells,0.5,Cylindrical,200,µm,0.1,Bar,,,20,,,,26,,,,Chemical,CaCl2,50mM,,2,,,,,,,Crosslinking with CaCl2 was per layer,
10.1016/j.jmbbm.2019.02.014,EnvisionTEC,3D-Bioplotter,Gelatin,50,wt%,,,,,,,,,,,,Cylindrical,24,Gauge,0.8,Bar,,,50,,,,16,,,,,,,,,,,,,,,Alginate was impregnated into the gelatin framework. After impregnation the gelatin was removed through an incubation process. ,
10.1088/1361-6560/aabd1f,EnvisionTEC,3D-Bioplotter,Gelatin,10,wt%,,,,,,,,,,,,Conical,,,0.4,Bar,,,70,,10,,30,,,,,,,,,,,,,,,50% of microbubbles by gelatin weight was added to the hydrogel ,
10.1038/ncomms15261,EnvisionTEC,3D-Bioplotter,Gelatin,10,wt%,,,,,,,,,,,,Cylindrical,100,µm,4.5,Bar,1.8,Bar,30,,10,,10,,,,,,,,,,,,,,,,
10.1016/j.matlet.2018.01.032,EnvisionTEC,3D-Bioplotter,Gelatin,15,wt%,,,,,,,,,,,,Cylindrical,250,µm,0.6,Bar,,,37,,22,,15,,,,,,,,,,,,,,,Scaffolds were crosslinked with 12mg/ml EDC and 1.5mg/ml NHS for 4 Hours.,
10.1371/journal.pone.0157214,EnvisionTEC,3D-Bioplotter,Alginate,8,wt%,Gelatin,2,wt%,,,,,,,Primary Human Adipose Derived Stem Cells,3,Cylindrical,250,µm,3,Bar,2,Bar,37,35,4,,10,,,,Chemical,CaCl2,200mM,,5,,,,,,,,
10.1016/j.jmst.2016.01.007,EnvisionTEC,3D-Bioplotter,Alginate,40,mg/mL,Gelatin,200,mg/ml,,,,,,,,,Cylindrical,400,µm,0.2,Bar,,,37,,5,,2,,,,,CaCl2,5wt%,,10,,,,,,,"Scaffolds were first immersed into the CaCl2 solution, and then glutaraldehyde 1wt% for 30 minutes.",
10.1002/adhm.201600095,EnvisionTEC,3D-Bioplotter,Alginate,5,wt%,Chitosan Carboxymethyl,5,wt%,Agarose,1.5,wt%,,,,Human Neural Stem Cells,5,Cylindrical,200,µm,2,Bar,1.5,Bar,15,,,,,,,,,CaCl2,2wt%,,10,,,,,,,CaCl2 crosslinking occurred post processing.,
10.3390/app8091422,EnvisionTEC,3D-Bioplotter,Alginate,3,wt%,,,,,,,,,,,,Conical,200,µm,0.2,Bar,,,20,18,,,8,,,,,CaCl2,50mM,,,,,,,,,Crosslinked for a sufficient time to allow Ca2+ ions to penetrate and crosslink the whole structure.,
10.1002/jbm.a.36333,EnvisionTEC,3D-Bioplotter,Alginate,200,mg/mL,Silica Gel,200,mg/ml,,,,,,,,,Cylindrical,410,µm,0.5,Bar,,,37,,,,8,,,,,,,,,,,,,,,Dispensed into a PEI solution - 40 mL of PEI (50% w/v in water) to 100 mL of ethanol. ,
10.3390/jfb8040048,EnvisionTEC,3D-Bioplotter,Alginate,2,wt%,,,,,,,,,,,,Conical,200,µm,0.1,Bar,,,25,,,,14,,,,,CaCl2,50mM,,,,,,,,,Printed into CaCl2 and poly(ethyleneimine) solution,
10.1021/acsbiomaterials.6b00258,EnvisionTEC,3D-Bioplotter,Alginate,2,wt%,,,,,,,,,,Primary Chick Chondrocytes,5,Conical,200,µm,0.1,Bar,,,25,,,,7.5,,,,,,,,,,,,,,,Printed into (50mM CaCl2 and .1wt% poly(ethyleneime) solution. ,
10.1021/acsbiomaterials.6b00258,EnvisionTEC,3D-Bioplotter,Alginate,2,wt%,,,,,,,,,,Primary Chick Chondrocytes,5,Conical,200,µm,0.1,Bar,,,25,,,,6.5,,,,,,,,,,,,,,,Printed into (100mM CaCl2 and .1wt% poly(ethyleneime) solution. ,
10.1021/acsbiomaterials.6b00258,EnvisionTEC,3D-Bioplotter,Alginate,2,wt%,,,,,,,,,,Primary Chick Chondrocytes,5,Conical,200,µm,0.1,Bar,,,25,,,,5.5,,,,,,,,,,,,,,,Printed into (200mM CaCl2 and .1wt% poly(ethyleneime) solution. ,
10.1089/ten.tec/2017.0346,EnvisionTEC,3D-Bioplotter,Alginate,2.5,wt%,Carbon Nanotubes,0.625,wt%,,,,,,,,,Conical,250,µm,0.1,Bar,,,22,,37,,10,8,,,Chemical,CaCl2,50mM,,,,,,,,,25 µg  of carbon nanotubes/mg of Alginate was added to the hydrogel. CaCl2 and PEI were used to crosslink the alginate.,
10.1089/ten.tec/2017.0346,EnvisionTEC,3D-Bioplotter,Alginate,2.5,wt%,,,,,,,,,,,,Conical,250,µm,0.1,Bar,,,22,,37,,10,8,,,Chemical,CaCl2,50mM,,,,,,,,,,
10.1089/ten.tec/2017.0346,EnvisionTEC,3D-Bioplotter,Collagen Methacrylated,2.34,wt%,Carbon Nanotubes,0.117,wt%,,,,,,,Human Coronary Artery Endothelial Cells,1,Conical,200,µm,,,,,15,,37,,32,25,,,,,,,,Irgacure 2959,,,6.1,,,5 µg carbon nanotubes/mg of Methacrylated collagen was added to the hydrogel. The hydrogel was crosslinked with ultraviolet light for 45 seconds,
10.1089/ten.tec/2017.0346,EnvisionTEC,3D-Bioplotter,Collagen Methacrylated,2.34,wt%,,,,,,,,,,Human Coronary Artery Endothelial Cells,1,Conical,200,µm,,,,,15,,37,,32,25,,,,,,,,Irgacure 2959,,,6.1,,,The hydrogel was crosslinked with ultraviolet light for 45 seconds,
10.1021/acs.biomaterials.6b00196,EnvisionTEC,3D-Bioplotter,Alginate,2.5,wt%,,,,,,,,,,Human Adipose Stem Cells,1.375,Cylindrical,18,Gauge,0.2,Bar,,,37,,37,,15,,,,,CaCl2,1wt%,,5,,,,,,,Crosslinked post-print with CaCl2,
10.1021/acsbiomaterials.6b00196,EnvisionTEC,3D-Bioplotter,Alginate,2.5,wt%,PLA Nanofibers,0.5,wt%,,,,,,,Human Adipose Stem Cells,1.375,Cylindrical,18,Gauge,0.2,Bar,,,37,,37,,5,,,,,CaCl2,1wt%,,5,,,,,,,Crosslinked post-print with CaCl2,
10.1089/3dp.2014.0006,EnvisionTEC,3D-Bioplotter,Alginate,2.5,wt%,Hyaluronic Acid,0.25,wt%,,,,,,,Primary Rat Schwann Cells,5.2,,100,µm,1.2,Bar,,,,,,,4,,,,,,,,,,,,,,,"The hydrogel was printed into a 100mM CaCl2, PEI, and PVA solution for varying lengths of time.",
10.1016/j.biomaterials.2014.07.002,EnvisionTEC,3D-Bioplotter,Alginate,5,wt%,Gelatin,5,wt%,,,,,,,Human Osteogenic Sarcoma Cells,0.5,Cylindrical,410,µm,0.9,Bar,,,30,,,,26,,,,,,,,,,,,,,,Dispensed into a solution consisting of 0.4% CaCl2 and polyphosphate at a ratio of 2:1.,
https://proceedings.cmbes.ca/index.php/proceedings/article/view/770,EnvisionTEC,3D-Bioplotter,Alginate,3,wt%,,,,,,,,,,RSC96 Neuronal Schwann Cells,0.78,Conical,200,µm,0.1,Bar,,,25,,,,8,,,,,,,,,,,,,,,"Dispensed into a solution consisting of 50mMCaCl2, PEI, and Glycerol.",
10.1021/acs.biomac.9b01112,EnvisionTEC,3D-Bioplotter,PLLA,100,wt%,,,,,,,,,,,,Cylindrical,400,µm,8.5,Bar,5,Bar,220,,,,45,4,,,,,,,,,,,,,,PLLA MW = 145 kDa. Polymer degradation and MW reduction occurred at high temperatures needed to print.,
10.1021/acs.biomac.9b01112,EnvisionTEC,3D-Bioplotter,PCLA,100,wt%,,,,,,,,,,,,Cylindrical,400,µm,8.5,Bar,7,Bar,205,,,,20,2,,,,,,,,,,,,,,PCLA MW = 133 kDaPolymer degradation and MW reduction occurred at high temperatures needed to print.,
10.1021/acs.biomac.9b01112,EnvisionTEC,3D-Bioplotter,PLGA,100,wt%,,,,,,,,,,,,Cylindrical,400,µm,8.5,Bar,5,Bar,200,,,,19,5,,,,,,,,,,,,,,PLGA MW = 142 kDa. Polymer degradation and MW reduction occurred at high temperatures needed to print.,
10.1021/acs.biomac.9b01112,EnvisionTEC,3D-Bioplotter,PDLGA,100,wt%,,,,,,,,,,,,Cylindrical,400,µm,8.5,Bar,7,Bar,200,,,,14,6,,,,,,,,,,,,,,PDLGA MW = 98 kDa. Polymer degradation and MW reduction occurred at high temperatures needed to print.,
10.1016/j.jbiotec.2018.08.019,EnvisionTEC,3D-Bioplotter,PLA,75,wt%,Poly(3-hydroxybutyrate) (PHB) ,25,wt%,,,,,,,,,Cylindrical,600,µm,5,Bar,,,230,180,,,3,,,,,,,,,,,,,,,The study examined the impact of material preparation conditions (drying) prior to 3D printing. ,
10.1021/acsbiomaterials.8b01277,EnvisionTEC,3D-Bioplotter,Hyaluronic Acid Methacrylated,1,wt%,Hyaluronic Acid,3,wt%,Gelatin Methacrylated,4,wt%,Gelatin,2,wt%,Primary Human Adipose-derived Mesenchymal Stem Cells,1,Cylindrical,22,Gauge,3.5,Bar,3,Bar,25,,,,3.5,3,,,,,,,,Irgacure 2959,0.05 wt%,45,,,,Whole construcst exposed to UV light for 45 seconds.,
10.1021/acsbiomaterials.8b01277,EnvisionTEC,3D-Bioplotter,Hyaluronic Acid Methacrylated,1.5,wt%,Hyaluronic Acid,3,wt%,Gelatin Methacrylated,1.5,wt%,Gelatin,3,wt%,21 PT Breast Cancer Cells,5,Cylindrical,22,Gauge,3.5,Bar,3,Bar,25,,,,2.2,1.8,,,,,,,,Irgacure 2959,0.05 wt%,45,,,,Whole construcst exposed to UV light for 45 seconds.,
10.1371/journal.pone.0216776,RegenHU,,Gelatin Methacrylated,5,wt%,Gellan Gum,0.5,wt%,,,,,,,,,Cylindrical,27,Gauge,0.8,Bar,,,26,24,,,1.67,,,,,,,,,Irgacure 2959,0.1 wt%,,,,,Constructs were UV-cured during print at 400mm/min UV scan speed per layer,
10.1371/journal.pone.0216776,RegenHU,,Gelatin Methacrylated,7.5,wt%,Gellan Gum,0.1,wt%,,,,,,,,,Cylindrical,27,Gauge,,,,,26,24,,,1.67,,,,,,,,,Irgacure 2959,0.1 wt%,,,,,Constructs were UV-cured during print at 400mm/min UV scan speed per layer,
10.1371/journal.pone.0216776,RegenHU,,Gelatin Methacrylated,10,wt%,Gellan Gum,0.1,wt%,,,,,,,,,Cylindrical,27,Gauge,,,,,26,24,,,1.67,,,,,,,,,Irgacure 2959,0.1 wt%,,,,,Constructs were UV-cured during print at 400mm/min UV scan speed per layer,
10.1371/journal.pone.0216776,RegenHU,,Gelatin Methacrylated,10,wt%,Gellan Gum,0.2,wt%,,,,,,,,,Cylindrical,27,Gauge,2,Bar,,,26,24,,,1.67,,,,,,,,,Irgacure 2959,0.1 wt%,,,,,Constructs were UV-cured during print at 400mm/min UV scan speed per layer,
10.1371/journal.pone.0216776,RegenHU,,Gelatin Methacrylated,7.5,wt%,Gellan Gum,0.5,wt%,,,,,,,C2C12 Myoblasts,4,Cylindrical,27,Gauge,1.5,Bar,,,26,24,,,1.67,,,,,,,,,Irgacure 2959,0.1 wt%,,,,,Constructs were UV-cured during print at 400mm/min UV scan speed per layer,
10.1371/journal.pone.0216776,RegenHU,,Gelatin Methacrylated,7.5,wt%,Gellan Gum,0.2,wt%,,,,,,,C2C12 Myoblasts,4,Cylindrical,27,Gauge,1.2,Bar,,,26,24,,,1.67,,,,,,,,,Irgacure 2959,0.1 wt%,,,,,Constructs were UV-cured during print at 400mm/min UV scan speed per layer,
10.1088/1758-5090/ab063f,RegenHU,BioFactory,Gelatin Methacrylated,10,wt%,,,,,,,,,,C2C12 Myoblasts,6,Cylindrical,27,Gauge,2,Bar,1,Bar,26,25,,,,,,,Chemical,Microbial Transglutaminase,3U/ml,37,180,Irgacure2959,.1wt%,150,150,,,UV crosslinking occurred post printing.,
10.1088/1758-5090/8/3/035013,Other,Custom 3D Bioprinting System,PCL,100,wt%,,,,,,,,,,,,Conical,250,µm,700,kPa,,,80,,,,3.3333,2.5,,,,,,,,,,,,65000,,"PCL Mol Wt = 65,000",
10.1088/1758-5090/8/3/035013,Other,Custom 3D Bioprinting System,PLGA,100,wt%,,,,,,,,,,,,Conical,250,µm,600,kPa,,,140,,,,4.166667,,,,,,,,,,,,,,,"PLGA Mol Wt = 50,000 - 75,000",
10.1088/1758-5090/8/3/035013,Other,Custom 3D Bioprinting System,PLA,100,wt%,,,,,,,,,,,,Conical,300,µm,700,kPa,,,190,,,,7.5,,,,,,,,,,,,,,,"PLA Mol Wt. = 10,000. PCL was used as a protectivve layer for the cell laden hydrogel when printing the PLGA or PLA.",
10.1088/1758-5090/8/3/035013,Other,Custom 3D Bioprinting System,Alginate,4,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,1,Conical,21,Gauge,30,kPa,,,18,,,,1.3333,,,,Chemical,CaCl2,100mM,,2,,,,,,,CaCl2 Crosslinking occurred post printing.,
10.1016/jbioactmat.2020.04.017,EnvisionTEC,3D-Bioplotter,PLGA,60,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,2,Bar,1.5,Bar,,,,,8,,,,,,,,,,,,,,,PLGA had an LA/GA=50/50. It was dissolved in Formic acid for printing,
10.1016/jbioactmat.2020.04.017,EnvisionTEC,3D-Bioplotter,Pluronic F127,40,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,2,Bar,1.5,Bar,,,,,11,,,,,,,,,,,,,,,,
10.1016/j.jiec.2020.04.021,Musashi Engineering,Shotmaster 200DS,Gelatin Methacrylated,20,wt%,PLGA Nanofibers,1,wt%,,,,,,,NIH 3T3 Fibroblasts,3.3333,Cylindrical,400,µm,10,kPa,,,35,,0,,3,,,,,,,,,Irgacure2959,.5wt%,300,10,,,PLGA Nanofibers were fabricated via electrospinning. Crosslinking occurred post-printing.,
10.1088/1758-5082/5/3/035001,Fablabs,Fab@Home Model 1,Gelatin,20,wt%,Alginate,2,wt%,,,,,,,,,Conical,830,µm,20,kPa,10,kPa,37,,,,7.5,,,,,,,,,,,,,,,Multiple parameters were optimized. Hydrogel crosslinked post-print with 2% w/v CaCl2 ,
10.1088/1758-5082/5/3/035001,Fablabs,Fab@Home Model 1,PEGDA,20,wt%,Alginate,10,wt%,,,,,,,,,Conical,610,µm,13,kPa,7,kPa,,,,,7.5,,,,,,,,,,,,,,,Multiple parameters were optimized. PEGDA was UV crosslinked with 1% Irgacure 2959,
10.1016/j.bprint.2018.e00038,EnvisionTEC,3D-Bioplotter,PLGA,66,wt%,,,,,,,,,,,,Cylindrical,400,µm,4,Bar,,,45,,,,1,,,,,,,,,,,,,,,PLGA(85:15 LA:GA) was printed in a DMSO solution with various proteins. ,
10.1088/1758-5090/7/4/045002,Other,3D Cell Printer,Gelatin,5,wt%,Alginate,1,wt%,,,,,,,A549 Human Epithelial Cells,1,Cylindrical,25,Gauge,,,,,20,,,,0.03,,,,,CaCl2,3wt%,,1,,,,,,,Crosslinking occurred post-printing,
10.1088/1758-5090/7/4/045002,Other,3D Cell Printer,Gelatin,7,wt%,Alginate,1,wt%,,,,,,,A549 Human Epithelial Cells,1,Cylindrical,25,Gauge,,,,,19,,,,0.03,,,,,CaCl2,3wt%,,1,,,,,,,Crosslinking occurred post-printing,
10.1016/j.actbio.2020.07.016,Cellink,Inkredible+,Gelatin,4.1,wt%,Alginate,0.8,wt%,,,,,,,Human Mesenchymal Stem Cells,5,Conical,27,Gauge,40,kPa,30,kPa,10,,,,2,,,,,CaCl2,2wt%,,10,,,,,,,Crosslinking occurred post-printing,
10.1016/j.actbio.2020.07.016,Cellink,Inkredible+,Gelatin,4.1,wt%,Alginate,1.8,wt%,,,,,,,Human Mesenchymal Stem Cells,5,Conical,27,Gauge,40,kPa,30,kPa,10,,,,2,,,,,CaCl2,2wt%,,10,,,,,,,Crosslinking occurred post-printing,
10.1088/1758-5090/aa6265,regenHU,3D Discovery,pHPMA-lac-PEG Methacrylated,19.5,wt%, Hyaluronic Acid Methacrylated,0.5,wt%,,,,,,,,,,,,130,kPa,100,kPa,37,,40,,40,,,,,,,,,Irgacure2959,.05wt%,3,103,,,"Methacrylated pHPMA-lac-PEG is a triblock coplymer composed of two poly[N-(2-hydroxypropyl) methacrylamide mono/dilactate]The triblock polymer has 10% methacrylation, and PEG block with 10MW. The PCL and the hydrogel were coprinted. Valve opening time varied from .0003 to .0013.",
10.1088/1758-5090/aa6265,regenHU,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Conical,560,µm,300,kPa,,,80,,40,,1,,0.0003,,,,,,,,,,,,,After printing the entire construct was irradiated for an additional 69 seconds.,
10.1088/1758-5090/8/4/045002,regenHU,3D Discovery,Agarose,2,wt%,,,,,,,,,,Bone Marrow Derived Mesenchymal Stem Cells,20,Cylindrical,,,200,kPa,,,37,,,,,,,,,,,,,,,,,,,,
10.1088/1758-5090/8/4/045002,regenHU,3D Discovery,Alginate,3.5,wt%,,,,,,,,,,Bone Marrow Derived Mesenchymal Stem Cells,20,Cylindrical,,,200,kPa,,,21,,,,,,,,,CaCl2,60mM,37,30,,,,,,,Additional post crosslinking occurred with 50mM CaCl2 bath for 15 minutes.,
10.1088/1758-5090/8/4/045002,regenHU,3D Discovery,BioINK,100,wt%,,,,,,,,,,Bone Marrow Derived Mesenchymal Stem Cells,20,Cylindrical,,,140,kPa,,,21,,,,,,,,,,,,,,,,,,,"BioINK is a commercially available specialty ink from RegenHU.ink . It is PEGMA based, and for crosslinking  UV light was used for 15 minutes after printing.",
10.1088/1758-5090/8/4/045002,regenHU,3D Discovery,Gelatin ,10,wt%,,,,,,,,,,Bone Marrow Derived Mesenchymal Stem Cells,20,Cylindrical,,,60,kPa,,,28,,,,,,,,,,,,,Irgacure 2959,.05wt%,,,,,UV light was used for 15 minutes for post crosslinking.,
10.1088/1758-5090/8/4/045002,regenHU,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Cylindrical,25,Gauge,450,kPa,,,70,,,,,,,,,,,,,,,,,45000,,"PCL molecular weight 45,000",
10.1088/1758-5090/aa8cb7,regenHU,3D Discovery,Poly(glycidol) Allyl Functionalized,5,wt%,Hyaluronic Acid Thiolated,5,wt%,Hyaluronic Acid,1,wt%,,,,Human Mesenchymal Stem Cells,6,Cylindrical,330,µm,1,Bar,,,,,,,,,,,,,,,,Irgacure 2959,.05wt%,8,130,,,P(AGE-co-G) stands for poly(allyl glycidyl ether-co-glycidyl).,
10.1088/1758-5090/aa8cb7,regenHU,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Cylindrical,250,µm,3,Bar,,,93,,,,5,,,,,,,,,,,,,,,,
10.1007/s10856-020-06374-w,regenHU,3D Discovery,Gelatin Methacrylated,10,wt%,,,,,,,,,,Adipose-Derived Mesenchymal Stem Cells,4,Conical,25,Gauge,50,kPa,,,23,,,,5,,,,,,,,,Irgacure 2959,.8wt%,900,8,,,"Crosslinking occurred post printing. Note: Paper reports that the printhead was at a temperature of 19C, but the cartridge heater was set to 23C. ",
10.1002/jbmm.a.35393,Fablabs,Fab@Home Model 1,Gelatin,10,wt%,Alginate,2,wt%,,,,,,,Human Mesenchymal Stem Cells,10,Conical,27,Gauge,,,,,40,,10,,2,,,,,CaCl2,2wt%,,10,,,,,,,Crosslinking occurred post printing,
10.1002/jbmm.a.35393,Fablabs,Fab@Home Model 1,Gelatin,10,wt%,,,,,,,,,,,,Conical,27,Gauge,,,,,40,,10,,2,,,,,,,,,,,,,,,Thermally dissipated after printing to create hollow channels.,
10.1016/j.msec.2019.110530,Medpin,Medpin Bioprinter,Alginate,2,wt%,Gelatin,8,wt%,,,,,,,Primary Rat Schwann Cells,2,Cylindrical,160,µm,,,,,28,,,20,3.5,,,,,CaCl2,50mM,,5,,,,,,,Crosslinking occurred post printing,
10.1016/j.actbio.2018.01.044,Regonovo,,Polyurethane,25,wt%,,,,,,,,,,Primary Human Dermal Fibroblasts,1,Cylindrical,410,µm,80,kPa,,,37,,,,8,,,,,,,,,,,,,,,,
10.1088/1758-5082/6/3/035001,Other,3D Cell Printer,Gelatin,10,wt%,Alginate,1,wt%,Fibrinogen,2,wt%,,,,Hela Pancreatic Cancer Cells,1,Cylindrical,25,Gauge,,,,,25,,,10,,,,,,,,,,,,,,,,3wt% CaCl2 was gently added to the construct. After printing the construct was immersed in 20 U ml-1 thrombin for 15 minutes.,
10.1088/1758-5090/aba503,Cellink,Inkredible+,Gelatin Methacrylated,7.5,wt%,Alginate,2,wt%,,,,,,,Human Umbilical Vein Endothelial Cells,8,Cylindrical,23,Gauge,100,kPa,50,kPa,25,,,,6,2,,,,,,,,Irgacure 2959,.5wt%,30,25,,,Crosslinking occurred post printing.,
10.1088/1758-5090/aba503,Cellink,Inkredible+,Gelatin Methacrylated,10,wt%,Alginate,1,wt%,,,,,,,Human Umbilical Vein Endothelial Cells,8,Cylindrical,23,Gauge,100,kPa,50,kPa,25,,,,6,2,,,,,,,,Irgacure 2959,.5wt%,30,25,,,Crosslinking occurred post printing.,
